gs://gcp-storage-bucket/images/growly/example/cake.png,,test-product-set,GROWLYEXAMPLE,apparel-v2,Growly Example,"tag=growly,tag=example",
gs://gcp-storage-bucket/images/growly/example/muffin.png,,test-product-set,GROWLYEXAMPLE,apparel-v2,Growly Example,"tag=growly,tag=example",
gs://gcp-storage-bucket/images/highlight.js/scss/brown-papersq.png,,test-product-set,HIGHLIGHT.JSSCSS,apparel-v2,Highlight.Js Scss,"tag=highlight.js,tag=scss",
gs://gcp-storage-bucket/images/highlight.js/scss/pojoaque.jpg,,test-product-set,HIGHLIGHT.JSSCSS,apparel-v2,Highlight.Js Scss,"tag=highlight.js,tag=scss",
gs://gcp-storage-bucket/images/highlight.js/scss/school-book.png,,test-product-set,HIGHLIGHT.JSSCSS,apparel-v2,Highlight.Js Scss,"tag=highlight.js,tag=scss",
gs://gcp-storage-bucket/images/highlight.js/styles/brown-papersq.png,,test-product-set,HIGHLIGHT.JSSTYLES,apparel-v2,Highlight.Js Styles,"tag=highlight.js,tag=styles",
gs://gcp-storage-bucket/images/highlight.js/styles/pojoaque.jpg,,test-product-set,HIGHLIGHT.JSSTYLES,apparel-v2,Highlight.Js Styles,"tag=highlight.js,tag=styles",
gs://gcp-storage-bucket/images/highlight.js/styles/school-book.png,,test-product-set,HIGHLIGHT.JSSTYLES,apparel-v2,Highlight.Js Styles,"tag=highlight.js,tag=styles",
gs://gcp-storage-bucket/images/@jest/core/build/assets/jest_logo.png,,test-product-set,@JESTCOREBUILDASSETSJESTLOGO.PNG,apparel-v2,@Jest Core Build Assets Jest Logo.Png,"tag=@jest,tag=core,tag=build,tag=assets",
gs://gcp-storage-bucket/images/istanbul-reports/lib/html/assets/sort-arrow-sprite.png,,test-product-set,ISTANBUL-REPORTSLIBHTMLASSETS,apparel-v2,Istanbul-Reports Lib Html Assets,"tag=istanbul-reports,tag=lib,tag=html,tag=assets",
gs://gcp-storage-bucket/images/typedoc-default-themes/bin/default/assets/images/icons.png,,test-product-set,TYPEDOC-DEFAULT-THEMESBINDEFAULTASSETSIMAGES,apparel-v2,Typedoc-Default-Themes Bin Default Assets Images,"tag=typedoc-default-themes,tag=bin,tag=default,tag=assets,tag=images",
gs://gcp-storage-bucket/images/typedoc-default-themes/bin/default/assets/images/icons@2x.png,,test-product-set,TYPEDOC-DEFAULT-THEMESBINDEFAULTASSETSIMAGES,apparel-v2,Typedoc-Default-Themes Bin Default Assets Images,"tag=typedoc-default-themes,tag=bin,tag=default,tag=assets,tag=images",
gs://gcp-storage-bucket/images/typedoc-default-themes/bin/default/assets/images/widgets.png,,test-product-set,TYPEDOC-DEFAULT-THEMESBINDEFAULTASSETSIMAGES,apparel-v2,Typedoc-Default-Themes Bin Default Assets Images,"tag=typedoc-default-themes,tag=bin,tag=default,tag=assets,tag=images",
gs://gcp-storage-bucket/images/typedoc-default-themes/bin/default/assets/images/widgets@2x.png,,test-product-set,TYPEDOC-DEFAULT-THEMESBINDEFAULTASSETSIMAGES,apparel-v2,Typedoc-Default-Themes Bin Default Assets Images,"tag=typedoc-default-themes,tag=bin,tag=default,tag=assets,tag=images",
